organization,year,pubs,trailingpubs,rank,rank_unique
"Universite de Nancy",1996,0,0,171,173
"Universite de Nancy",1997,0,0,180,495
"Universite de Nancy",1998,0,0,194,554
"Universite de Nancy",1999,0,0,202,332
"Universite de Nancy",2000,0,0,203,205
"Universite de Nancy",2001,0,0,191,508
"Universite de Nancy",2002,0,0,187,362
"Universite de Nancy",2003,0,0,193,596
"Universite de Nancy",2004,0,0,205,294
"Universite de Nancy",2005,0,0,209,239
"Universite de Nancy",2006,0,0,211,554
"Universite de Nancy",2007,0,0,224,657
"Universite de Nancy",2008,0,0,253,411
"Universite de Nancy",2009,0,0,288,323
"Universite de Nancy",2010,0,0,299,316
"Universite de Nancy",2011,0,0,302,310
"Universite de Nancy",2012,1,1,183,192
"Universite de Nancy",2013,0,1,188,189
"Universite de Nancy",2014,0,1,182,208
"Universite de Nancy",2015,0,0,306,438
"Universite de Nancy",2016,0,0,325,555
"Universite de Nancy",2017,0,0,344,448
"Universite de Nancy",2018,0,0,360,566
"Universite de Nice",1990,0,0,99,245
"Universite de Nice",1991,0,0,141,475
"Universite de Nice",1992,0,0,165,619
"Universite de Nice",1993,0,0,159,238
"Universite de Nice",1994,0,0,164,602
"Universite de Nice",1995,0,0,164,536
"Universite de Nice",1996,0,0,171,490
"Universite de Nice",1997,0,0,180,339
"Universite de Nice",1998,0,0,194,256
"Universite de Nice",1999,0,0,202,247
"Universite de Nice",2000,0,0,203,633
"Universite de Nice",2001,1,1,111,133
"Universite de Nice",2002,0,1,113,142
"Universite de Nice",2003,0,1,115,184
"Universite de Nice",2004,0,0,205,574
"Universite de Nice",2005,0,0,209,561
"Universite de Nice",2006,0,0,211,396
"Universite de Nice",2007,0,0,224,400
"Universite de Nice",2008,0,0,253,568
"Universite de Nice",2009,0,0,288,395
"Universite de Nice",2010,0,0,299,375
"Universite de Nice",2011,0,0,302,518
"Universite de Nice",2012,0,0,295,591
"Universite de Nice",2013,0,0,302,648
"Universite de Nice",2014,0,0,298,426
"Universite de Nice",2015,0,0,306,314
"Universite de Nice",2016,0,0,325,398
"Universite de Nice",2017,0,0,344,603
"Universite de Nice",2018,0,0,360,491
"University College Dublin",1990,0,0,99,508
"University College Dublin",1991,0,0,141,473
"University College Dublin",1992,0,0,165,579
"University College Dublin",1993,0,0,159,615
"University College Dublin",1994,0,0,164,544
"University College Dublin",1995,0,0,164,175
"University College Dublin",1996,0,0,171,529
"University College Dublin",1997,0,0,180,598
"University College Dublin",1998,0,0,194,369
"University College Dublin",1999,0,0,202,512
"University College Dublin",2000,0,0,203,434
"University College Dublin",2001,0,0,191,218
"University College Dublin",2002,0,0,187,532
"University College Dublin",2003,0,0,193,424
"University College Dublin",2004,0,0,205,535
"University College Dublin",2005,0,0,209,257
"University College Dublin",2006,0,0,211,232
"University College Dublin",2007,0,0,224,454
"University College Dublin",2008,0,0,253,444
"University College Dublin",2009,0,0,288,647
"University College Dublin",2010,0,0,299,460
"University College Dublin",2011,0,0,302,354
"University College Dublin",2012,0,0,295,568
"University College Dublin",2013,0,0,302,379
"University College Dublin",2014,0,0,298,621
"University College Dublin",2015,1,1,190,223
"University College Dublin",2016,0,1,199,309
"University College Dublin",2017,1,2,162,184
"University College Dublin",2018,0,1,217,259
"University College London",1990,0,0,99,179
"University College London",1991,0,0,141,400
"University College London",1992,0,0,165,586
"University College London",1993,0,0,159,319
"University College London",1994,0,0,164,487
"University College London",1995,0,0,164,271
"University College London",1996,0,0,171,305
"University College London",1997,0,0,180,556
"University College London",1998,0,0,194,326
"University College London",1999,0,0,202,521
"University College London",2000,0,0,203,227
"University College London",2001,0,0,191,482
"University College London",2002,0,0,187,659
"University College London",2003,0,0,193,379
"University College London",2004,0,0,205,534
"University College London",2005,0,0,209,604
"University College London",2006,0,0,211,439
"University College London",2007,0,0,224,431
"University College London",2008,0,0,253,604
"University College London",2009,0,0,288,309
"University College London",2010,0,0,299,388
"University College London",2011,0,0,302,537
"University College London",2012,0,0,295,306
"University College London",2013,0,0,302,320
"University College London",2014,0,0,298,548
"University College London",2015,0,0,306,600
"University College London",2016,0,0,325,607
"University College London",2017,1,1,215,230
"University College London",2018,0,1,217,274
"University College of the Fraser Valley",1990,0,0,99,368
"University College of the Fraser Valley",1991,0,0,141,326
"University College of the Fraser Valley",1992,0,0,165,629
"University College of the Fraser Valley",1993,0,0,159,357
"University College of the Fraser Valley",1994,0,0,164,198
"University College of the Fraser Valley",1995,0,0,164,549
"University College of the Fraser Valley",1996,0,0,171,201
"University College of the Fraser Valley",1997,0,0,180,236
"University College of the Fraser Valley",1998,0,0,194,281
"University College of the Fraser Valley",1999,0,0,202,426
"University College of the Fraser Valley",2000,0,0,203,507
"University College of the Fraser Valley",2001,0,0,191,265
"University College of the Fraser Valley",2002,0,0,187,521
"University College of the Fraser Valley",2003,0,0,193,313
"University College of the Fraser Valley",2004,0,0,205,548
"University College of the Fraser Valley",2005,1,1,133,155
"University College of the Fraser Valley",2006,0,1,130,136
"University College of the Fraser Valley",2007,0,1,134,166
"University College of the Fraser Valley",2008,0,0,253,529
"University College of the Fraser Valley",2009,0,0,288,649
"University College of the Fraser Valley",2010,0,0,299,400
"University College of the Fraser Valley",2011,0,0,302,442
"University College of the Fraser Valley",2012,0,0,295,571
"University College of the Fraser Valley",2013,0,0,302,368
"University College of the Fraser Valley",2014,0,0,298,552
"University College of the Fraser Valley",2015,0,0,306,592
"University College of the Fraser Valley",2016,0,0,325,428
"University College of the Fraser Valley",2017,0,0,344,544
"University College of the Fraser Valley",2018,0,0,360,412
"University College, U.K.",1990,0,0,99,244
"University College, U.K.",1991,0,0,141,243
"University College, U.K.",1992,0,0,165,628
"University College, U.K.",1993,0,0,159,411
"University College, U.K.",1994,0,0,164,186
"University College, U.K.",1995,0,0,164,548
"University College, U.K.",1996,0,0,171,582
"University College, U.K.",1997,0,0,180,492
"University College, U.K.",1998,0,0,194,370
"University College, U.K.",1999,0,0,202,470
"University College, U.K.",2000,0,0,203,360
"University College, U.K.",2001,0,0,191,294
"University College, U.K.",2002,0,0,187,217
"University College, U.K.",2003,1,1,115,174
"University College, U.K.",2004,0,1,122,145
"University College, U.K.",2005,0,1,133,189
"University College, U.K.",2006,0,0,211,488
"University College, U.K.",2007,0,0,224,532
"University College, U.K.",2008,0,0,253,515
"University College, U.K.",2009,0,0,288,304
"University College, U.K.",2010,0,0,299,427
"University College, U.K.",2011,0,0,302,575
"University College, U.K.",2012,1,1,183,278
"University College, U.K.",2013,0,1,188,291
"University College, U.K.",2014,0,1,182,256
"University College, U.K.",2015,0,0,306,417
"University College, U.K.",2016,0,0,325,364
"University College, U.K.",2017,0,0,344,487
"University College, U.K.",2018,0,0,360,408
"University of Arkansas",1990,0,0,99,173
"University of Arkansas",1991,0,0,141,257
"University of Arkansas",1992,0,0,165,539
"University of Arkansas",1993,0,0,159,472
"University of Arkansas",1994,0,0,164,589
"University of Arkansas",1995,0,0,164,364
"University of Arkansas",1996,0,0,171,234
"University of Arkansas",1997,0,0,180,389
"University of Arkansas",1998,0,0,194,292
"University of Arkansas",1999,0,0,202,601
"University of Arkansas",2000,0,0,203,637
"University of Arkansas",2001,0,0,191,321
"University of Arkansas",2002,0,0,187,591
"University of Arkansas",2003,0,0,193,322
"University of Arkansas",2004,0,0,205,383
"University of Arkansas",2005,0,0,209,500
"University of Arkansas",2006,0,0,211,654
"University of Arkansas",2007,0,0,224,336
"University of Arkansas",2008,0,0,253,570
"University of Arkansas",2009,0,0,288,485
"University of Arkansas",2010,0,0,299,584
"University of Arkansas",2011,0,0,302,527
"University of Arkansas",2012,0,0,295,343
"University of Arkansas",2013,0,0,302,348
"University of Arkansas",2014,0,0,298,351
"University of Arkansas",2015,0,0,306,616
"University of Arkansas",2016,1,1,199,259
"University of Arkansas",2017,0,1,215,270
"University of Arkansas",2018,0,1,217,342
"University of Bonn",1990,0,0,99,199
"University of Bonn",1991,0,0,141,560
"University of Bonn",1992,0,0,165,632
"University of Bonn",1993,0,0,159,639
"University of Bonn",1994,0,0,164,447
"University of Bonn",1995,0,0,164,495
"University of Bonn",1996,0,0,171,413
"University of Bonn",1997,0,0,180,590
"University of Bonn",1998,0,0,194,236
"University of Bonn",1999,0,0,202,530
"University of Bonn",2000,0,0,203,618
"University of Bonn",2001,0,0,191,443
"University of Bonn",2002,0,0,187,545
"University of Bonn",2003,0,0,193,491
"University of Bonn",2004,0,0,205,632
"University of Bonn",2005,0,0,209,480
"University of Bonn",2006,0,0,211,528
"University of Bonn",2007,0,0,224,517
"University of Bonn",2008,0,0,253,489
"University of Bonn",2009,0,0,288,514
"University of Bonn",2010,0,0,299,372
"University of Bonn",2011,0,0,302,472
"University of Bonn",2012,0,0,295,628
"University of Bonn",2013,0,0,302,427
"University of Bonn",2014,0,0,298,612
"University of Bonn",2015,0,0,306,529
"University of Bonn",2016,1,1,199,212
"University of Bonn",2017,0,1,215,310
"University of Bonn",2018,0,1,217,283
"University of Calgary",1990,0,0,99,291
"University of Calgary",1991,0,0,141,601
"University of Calgary",1992,0,0,165,563
"University of Calgary",1993,0,0,159,595
"University of Calgary",1994,0,0,164,184
"University of Calgary",1995,0,0,164,387
"University of Calgary",1996,0,0,171,556
"University of Calgary",1997,0,0,180,215
"University of Calgary",1998,0,0,194,216
"University of Calgary",1999,0,0,202,617
"University of Calgary",2000,0,0,203,211
"University of Calgary",2001,0,0,191,255
"University of Calgary",2002,0,0,187,379
"University of Calgary",2003,0,0,193,366
"University of Calgary",2004,0,0,205,311
"University of Calgary",2005,0,0,209,242
"University of Calgary",2006,0,0,211,423
"University of Calgary",2007,0,0,224,347
"University of Calgary",2008,2,2,115,134
"University of Calgary",2009,0,2,119,129
"University of Calgary",2010,0,2,132,169
"University of Calgary",2011,0,0,302,481
"University of Calgary",2012,0,0,295,634
"University of Calgary",2013,0,0,302,531
"University of Calgary",2014,1,1,182,283
"University of Calgary",2015,0,1,190,286
"University of Calgary",2016,0,1,199,206
"University of Calgary",2017,0,0,344,392
"University of Calgary",2018,0,0,360,520
"University of California, Berkeley",1990,0,0,99,630
"University of California, Berkeley",1991,0,0,141,452
"University of California, Berkeley",1992,0,0,165,557
"University of California, Berkeley",1993,0,0,159,227
"University of California, Berkeley",1994,0,0,164,533
"University of California, Berkeley",1995,0,0,164,302
"University of California, Berkeley",1996,0,0,171,388
"University of California, Berkeley",1997,0,0,180,286
"University of California, Berkeley",1998,0,0,194,348
"University of California, Berkeley",1999,0,0,202,481
"University of California, Berkeley",2000,0,0,203,541
"University of California, Berkeley",2001,0,0,191,268
"University of California, Berkeley",2002,0,0,187,417
"University of California, Berkeley",2003,0,0,193,209
"University of California, Berkeley",2004,0,0,205,451
"University of California, Berkeley",2005,0,0,209,270
"University of California, Berkeley",2006,0,0,211,313
"University of California, Berkeley",2007,0,0,224,487
"University of California, Berkeley",2008,0,0,253,435
"University of California, Berkeley",2009,0,0,288,544
"University of California, Berkeley",2010,0,0,299,654
"University of California, Berkeley",2011,0,0,302,636
"University of California, Berkeley",2012,0,0,295,476
"University of California, Berkeley",2013,0,0,302,405
"University of California, Berkeley",2014,0,0,298,608
"University of California, Berkeley",2015,0,0,306,585
"University of California, Berkeley",2016,1,1,199,294
"University of California, Berkeley",2017,0,1,215,341
"University of California, Berkeley",2018,0,1,217,248
"University of California, San Diego",1990,0,0,99,498
"University of California, San Diego",1991,0,0,141,621
"University of California, San Diego",1992,0,0,165,462
"University of California, San Diego",1993,0,0,159,602
"University of California, San Diego",1994,0,0,164,566
"University of California, San Diego",1995,0,0,164,446
"University of California, San Diego",1996,0,0,171,643
"University of California, San Diego",1997,0,0,180,475
"University of California, San Diego",1998,0,0,194,503
"University of California, San Diego",1999,0,0,202,603
"University of California, San Diego",2000,0,0,203,453
"University of California, San Diego",2001,0,0,191,213
"University of California, San Diego",2002,0,0,187,391
"University of California, San Diego",2003,0,0,193,327
"University of California, San Diego",2004,0,0,205,610
"University of California, San Diego",2005,0,0,209,238
"University of California, San Diego",2006,0,0,211,484
"University of California, San Diego",2007,0,0,224,245
"University of California, San Diego",2008,0,0,253,353
"University of California, San Diego",2009,0,0,288,619
"University of California, San Diego",2010,0,0,299,556
"University of California, San Diego",2011,0,0,302,331
"University of California, San Diego",2012,0,0,295,460
"University of California, San Diego",2013,0,0,302,338
"University of California, San Diego",2014,0,0,298,441
"University of California, San Diego",2015,0,0,306,479
"University of California, San Diego",2016,1,1,199,302
"University of California, San Diego",2017,0,1,215,302
"University of California, San Diego",2018,2,3,138,139
"University of Chicago",1990,0,0,99,654
"University of Chicago",1991,0,0,141,394
"University of Chicago",1992,0,0,165,630
"University of Chicago",1993,0,0,159,346
"University of Chicago",1994,0,0,164,500
"University of Chicago",1995,0,0,164,485
"University of Chicago",1996,0,0,171,456
"University of Chicago",1997,0,0,180,550
"University of Chicago",1998,0,0,194,507
"University of Chicago",1999,0,0,202,337
"University of Chicago",2000,0,0,203,244
"University of Chicago",2001,0,0,191,276
"University of Chicago",2002,0,0,187,640
"University of Chicago",2003,0,0,193,631
"University of Chicago",2004,0,0,205,642
"University of Chicago",2005,0,0,209,493
"University of Chicago",2006,0,0,211,641
"University of Chicago",2007,0,0,224,379
"University of Chicago",2008,0,0,253,447
"University of Chicago",2009,0,0,288,349
"University of Chicago",2010,0,0,299,391
"University of Chicago",2011,0,0,302,355
"University of Chicago",2012,0,0,295,468
"University of Chicago",2013,0,0,302,523
"University of Chicago",2014,0,0,298,392
"University of Chicago",2015,0,0,306,583
"University of Chicago",2016,1,1,199,216
"University of Chicago",2017,0,1,215,304
"University of Chicago",2018,1,2,168,200
"University of Essex",1990,0,0,99,659
"University of Essex",1991,0,0,141,536
"University of Essex",1992,0,0,165,525
"University of Essex",1993,0,0,159,642
"University of Essex",1994,0,0,164,353
"University of Essex",1995,0,0,164,304
"University of Essex",1996,0,0,171,364
"University of Essex",1997,0,0,180,288
"University of Essex",1998,0,0,194,572
"University of Essex",1999,0,0,202,532
"University of Essex",2000,0,0,203,484
"University of Essex",2001,0,0,191,283
"University of Essex",2002,0,0,187,627
"University of Essex",2003,0,0,193,211
"University of Essex",2004,0,0,205,545
"University of Essex",2005,0,0,209,519
"University of Essex",2006,0,0,211,271
"University of Essex",2007,0,0,224,233
"University of Essex",2008,1,1,149,149
"University of Essex",2009,0,1,169,191
"University of Essex",2010,0,1,178,248
"University of Essex",2011,0,0,302,592
"University of Essex",2012,1,1,183,186
"University of Essex",2013,0,1,188,235
"University of Essex",2014,0,1,182,252
"University of Essex",2015,0,0,306,349
"University of Essex",2016,0,0,325,336
"University of Essex",2017,0,0,344,566
"University of Essex",2018,1,1,217,277
"University of Florida",1990,0,0,99,472
"University of Florida",1991,0,0,141,279
"University of Florida",1992,0,0,165,534
"University of Florida",1993,0,0,159,312
"University of Florida",1994,0,0,164,494
"University of Florida",1995,0,0,164,228
"University of Florida",1996,0,0,171,253
"University of Florida",1997,0,0,180,560
"University of Florida",1998,0,0,194,227
"University of Florida",1999,0,0,202,314
"University of Florida",2000,0,0,203,589
"University of Florida",2001,0,0,191,229
"University of Florida",2002,0,0,187,538
"University of Florida",2003,0,0,193,579
"University of Florida",2004,0,0,205,453
"University of Florida",2005,0,0,209,299
"University of Florida",2006,0,0,211,297
"University of Florida",2007,0,0,224,434
"University of Florida",2008,0,0,253,614
"University of Florida",2009,0,0,288,388
"University of Florida",2010,0,0,299,649
"University of Florida",2011,0,0,302,410
"University of Florida",2012,0,0,295,588
"University of Florida",2013,0,0,302,553
"University of Florida",2014,0,0,298,395
"University of Florida",2015,0,0,306,492
"University of Florida",2016,1,1,199,305
"University of Florida",2017,0,1,215,339
"University of Florida",2018,0,1,217,305
"University of Freiburg",1990,0,0,99,127
"University of Freiburg",1991,0,0,141,629
"University of Freiburg",1992,0,0,165,359
"University of Freiburg",1993,0,0,159,298
"University of Freiburg",1994,0,0,164,557
"University of Freiburg",1995,0,0,164,460
"University of Freiburg",1996,0,0,171,460
"University of Freiburg",1997,0,0,180,474
"University of Freiburg",1998,0,0,194,253
"University of Freiburg",1999,0,0,202,591
"University of Freiburg",2000,0,0,203,658
"University of Freiburg",2001,0,0,191,313
"University of Freiburg",2002,0,0,187,369
"University of Freiburg",2003,0,0,193,295
"University of Freiburg",2004,0,0,205,506
"University of Freiburg",2005,0,0,209,484
"University of Freiburg",2006,0,0,211,516
"University of Freiburg",2007,0,0,224,569
"University of Freiburg",2008,1,1,149,195
"University of Freiburg",2009,0,1,169,224
"University of Freiburg",2010,0,1,178,270
"University of Freiburg",2011,0,0,302,450
"University of Freiburg",2012,0,0,295,525
"University of Freiburg",2013,0,0,302,436
"University of Freiburg",2014,0,0,298,520
"University of Freiburg",2015,0,0,306,415
"University of Freiburg",2016,0,0,325,546
"University of Freiburg",2017,0,0,344,650
"University of Freiburg",2018,0,0,360,401
"University of Georgia",1990,0,0,99,308
"University of Georgia",1991,0,0,141,359
"University of Georgia",1992,0,0,165,537
"University of Georgia",1993,0,0,159,236
"University of Georgia",1994,0,0,164,572
"University of Georgia",1995,0,0,164,307
"University of Georgia",1996,0,0,171,370
"University of Georgia",1997,0,0,180,436
"University of Georgia",1998,0,0,194,536
"University of Georgia",1999,0,0,202,515
"University of Georgia",2000,0,0,203,519
"University of Georgia",2001,0,0,191,220
"University of Georgia",2002,0,0,187,308
"University of Georgia",2003,0,0,193,509
"University of Georgia",2004,0,0,205,482
"University of Georgia",2005,0,0,209,223
"University of Georgia",2006,0,0,211,249
"University of Georgia",2007,0,0,224,620
"University of Georgia",2008,0,0,253,517
"University of Georgia",2009,0,0,288,546
"University of Georgia",2010,0,0,299,401
"University of Georgia",2011,0,0,302,648
"University of Georgia",2012,0,0,295,495
"University of Georgia",2013,0,0,302,417
"University of Georgia",2014,0,0,298,311
"University of Georgia",2015,0,0,306,597
"University of Georgia",2016,1,1,199,233
"University of Georgia",2017,0,1,215,268
"University of Georgia",2018,0,1,217,335
"University of Gothenburg (2)",1990,0,0,99,633
"University of Gothenburg (2)",1991,0,0,141,617
"University of Gothenburg (2)",1992,0,0,165,652
"University of Gothenburg (2)",1993,0,0,159,591
"University of Gothenburg (2)",1994,0,0,164,368
"University of Gothenburg (2)",1995,0,0,164,300
"University of Gothenburg (2)",1996,0,0,171,314
"University of Gothenburg (2)",1997,0,0,180,488
"University of Gothenburg (2)",1998,0,0,194,486
"University of Gothenburg (2)",1999,0,0,202,210
"University of Gothenburg (2)",2000,0,0,203,527
"University of Gothenburg (2)",2001,0,0,191,334
"University of Gothenburg (2)",2002,0,0,187,365
"University of Gothenburg (2)",2003,0,0,193,298
"University of Gothenburg (2)",2004,0,0,205,449
"University of Gothenburg (2)",2005,0,0,209,352
"University of Gothenburg (2)",2006,0,0,211,570
"University of Gothenburg (2)",2007,0,0,224,563
"University of Gothenburg (2)",2008,0,0,253,286
"University of Gothenburg (2)",2009,0,0,288,322
"University of Gothenburg (2)",2010,0,0,299,486
"University of Gothenburg (2)",2011,0,0,302,528
"University of Gothenburg (2)",2012,0,0,295,402
"University of Gothenburg (2)",2013,0,0,302,451
"University of Gothenburg (2)",2014,0,0,298,587
"University of Gothenburg (2)",2015,0,0,306,637
"University of Gothenburg (2)",2016,0,0,325,616
"University of Gothenburg (2)",2017,1,1,215,237
"University of Gothenburg (2)",2018,0,1,217,350
"University of Leicester",1990,0,0,99,292
"University of Leicester",1991,0,0,141,273
"University of Leicester",1992,0,0,165,350
"University of Leicester",1993,0,0,159,174
"University of Leicester",1994,0,0,164,289
"University of Leicester",1995,0,0,164,234
"University of Leicester",1996,0,0,171,439
"University of Leicester",1997,0,0,180,298
"University of Leicester",1998,0,0,194,583
"University of Leicester",1999,0,0,202,637
"University of Leicester",2000,0,0,203,576
"University of Leicester",2001,0,0,191,371
"University of Leicester",2002,0,0,187,465
"University of Leicester",2003,0,0,193,315
"University of Leicester",2004,0,0,205,638
"University of Leicester",2005,0,0,209,424
"University of Leicester",2006,0,0,211,303
"University of Leicester",2007,0,0,224,484
"University of Leicester",2008,0,0,253,538
"University of Leicester",2009,0,0,288,508
"University of Leicester",2010,0,0,299,536
"University of Leicester",2011,0,0,302,602
"University of Leicester",2012,1,1,183,247
"University of Leicester",2013,0,1,188,228
"University of Leicester",2014,1,2,137,165
"University of Leicester",2015,0,1,190,275
"University of Leicester",2016,0,1,199,257
"University of Leicester",2017,0,0,344,375
"University of Leicester",2018,0,0,360,606
"University of Lugano",1990,0,0,99,197
"University of Lugano",1991,0,0,141,596
"University of Lugano",1992,0,0,165,404
"University of Lugano",1993,0,0,159,631
"University of Lugano",1994,0,0,164,569
"University of Lugano",1995,0,0,164,385
"University of Lugano",1996,0,0,171,517
"University of Lugano",1997,0,0,180,222
"University of Lugano",1998,0,0,194,233
"University of Lugano",1999,0,0,202,374
"University of Lugano",2000,0,0,203,328
"University of Lugano",2001,0,0,191,197
"University of Lugano",2002,0,0,187,445
"University of Lugano",2003,0,0,193,194
"University of Lugano",2004,0,0,205,581
"University of Lugano",2005,0,0,209,511
"University of Lugano",2006,0,0,211,355
"University of Lugano",2007,1,1,134,164
"University of Lugano",2008,1,2,115,148
"University of Lugano",2009,2,4,90,92
"University of Lugano",2010,2,5,80,84
"University of Lugano",2011,0,4,99,103
"University of Lugano",2012,2,4,101,119
"University of Lugano",2013,2,4,100,117
"University of Lugano",2014,2,6,80,84
"University of Lugano",2015,1,5,94,94
"University of Lugano",2016,2,5,91,94
"University of Lugano",2017,1,4,109,124
"University of Lugano",2018,0,3,138,157
"University of Mannheim",1990,0,0,99,122
"University of Mannheim",1991,0,0,141,261
"University of Mannheim",1992,0,0,165,437
"University of Mannheim",1993,0,0,159,630
"University of Mannheim",1994,0,0,164,498
"University of Mannheim",1995,0,0,164,374
"University of Mannheim",1996,0,0,171,446
"University of Mannheim",1997,0,0,180,200
"University of Mannheim",1998,0,0,194,577
"University of Mannheim",1999,0,0,202,237
"University of Mannheim",2000,0,0,203,416
"University of Mannheim",2001,0,0,191,353
"University of Mannheim",2002,0,0,187,448
"University of Mannheim",2003,0,0,193,478
"University of Mannheim",2004,0,0,205,597
"University of Mannheim",2005,0,0,209,540
"University of Mannheim",2006,0,0,211,634
"University of Mannheim",2007,0,0,224,457
"University of Mannheim",2008,0,0,253,490
"University of Mannheim",2009,0,0,288,371
"University of Mannheim",2010,0,0,299,613
"University of Mannheim",2011,0,0,302,460
"University of Mannheim",2012,0,0,295,622
"University of Mannheim",2013,0,0,302,352
"University of Mannheim",2014,0,0,298,523
"University of Mannheim",2015,0,0,306,546
"University of Mannheim",2016,1,1,199,245
"University of Mannheim",2017,0,1,215,227
"University of Mannheim",2018,0,1,217,319
"University of Michigan",1990,0,0,99,588
"University of Michigan",1991,0,0,141,425
"University of Michigan",1992,0,0,165,421
"University of Michigan",1993,0,0,159,465
"University of Michigan",1994,0,0,164,489
"University of Michigan",1995,0,0,164,622
"University of Michigan",1996,0,0,171,538
"University of Michigan",1997,0,0,180,514
"University of Michigan",1998,0,0,194,498
"University of Michigan",1999,0,0,202,569
"University of Michigan",2000,0,0,203,234
"University of Michigan",2001,0,0,191,331
"University of Michigan",2002,0,0,187,257
"University of Michigan",2003,0,0,193,266
"University of Michigan",2004,0,0,205,393
"University of Michigan",2005,0,0,209,362
"University of Michigan",2006,0,0,211,376
"University of Michigan",2007,0,0,224,255
"University of Michigan",2008,0,0,253,399
"University of Michigan",2009,0,0,288,599
"University of Michigan",2010,0,0,299,524
"University of Michigan",2011,0,0,302,403
"University of Michigan",2012,0,0,295,530
"University of Michigan",2013,0,0,302,557
"University of Michigan",2014,0,0,298,430
"University of Michigan",2015,0,0,306,446
"University of Michigan",2016,1,1,199,303
"University of Michigan",2017,0,1,215,234
"University of Michigan",2018,1,2,168,199
"University of Minnesota",1990,0,0,99,208
"University of Minnesota",1991,0,0,141,277
"University of Minnesota",1992,0,0,165,409
"University of Minnesota",1993,0,0,159,228
"University of Minnesota",1994,0,0,164,558
"University of Minnesota",1995,0,0,164,243
"University of Minnesota",1996,0,0,171,623
"University of Minnesota",1997,0,0,180,295
"University of Minnesota",1998,0,0,194,557
"University of Minnesota",1999,0,0,202,507
"University of Minnesota",2000,0,0,203,422
"University of Minnesota",2001,0,0,191,231
"University of Minnesota",2002,0,0,187,254
"University of Minnesota",2003,0,0,193,594
"University of Minnesota",2004,0,0,205,625
"University of Minnesota",2005,0,0,209,377
"University of Minnesota",2006,0,0,211,536
"University of Minnesota",2007,0,0,224,503
"University of Minnesota",2008,0,0,253,470
"University of Minnesota",2009,0,0,288,588
"University of Minnesota",2010,0,0,299,522
"University of Minnesota",2011,0,0,302,378
"University of Minnesota",2012,0,0,295,379
"University of Minnesota",2013,0,0,302,369
"University of Minnesota",2014,0,0,298,541
"University of Minnesota",2015,0,0,306,365
"University of Minnesota",2016,1,1,199,225
"University of Minnesota",2017,0,1,215,281
"University of Minnesota",2018,0,1,217,313
"University of Missouri",1990,0,0,99,253
"University of Missouri",1991,0,0,141,418
"University of Missouri",1992,0,0,165,497
"University of Missouri",1993,0,0,159,289
"University of Missouri",1994,0,0,164,458
"University of Missouri",1995,0,0,164,404
"University of Missouri",1996,0,0,171,463
"University of Missouri",1997,0,0,180,283
"University of Missouri",1998,0,0,194,628
"University of Missouri",1999,0,0,202,267
"University of Missouri",2000,0,0,203,272
"University of Missouri",2001,0,0,191,292
"University of Missouri",2002,0,0,187,327
"University of Missouri",2003,0,0,193,574
"University of Missouri",2004,0,0,205,479
"University of Missouri",2005,0,0,209,638
"University of Missouri",2006,0,0,211,276
"University of Missouri",2007,0,0,224,627
"University of Missouri",2008,0,0,253,545
"University of Missouri",2009,0,0,288,413
"University of Missouri",2010,0,0,299,416
"University of Missouri",2011,0,0,302,391
"University of Missouri",2012,0,0,295,442
"University of Missouri",2013,0,0,302,611
"University of Missouri",2014,0,0,298,304
"University of Missouri",2015,0,0,306,363
"University of Missouri",2016,1,1,199,298
"University of Missouri",2017,0,1,215,244
"University of Missouri",2018,0,1,217,330
"University of Naples Frederico II-DO NOT USE",1990,0,0,99,427
"University of Naples Frederico II-DO NOT USE",1991,0,0,141,624
"University of Naples Frederico II-DO NOT USE",1992,0,0,165,279
"University of Naples Frederico II-DO NOT USE",1993,0,0,159,331
"University of Naples Frederico II-DO NOT USE",1994,0,0,164,328
"University of Naples Frederico II-DO NOT USE",1995,0,0,164,231
"University of Naples Frederico II-DO NOT USE",1996,0,0,171,494
"University of Naples Frederico II-DO NOT USE",1997,0,0,180,245
"University of Naples Frederico II-DO NOT USE",1998,0,0,194,206
"University of Naples Frederico II-DO NOT USE",1999,0,0,202,527
"University of Naples Frederico II-DO NOT USE",2000,0,0,203,407
"University of Naples Frederico II-DO NOT USE",2001,0,0,191,194
"University of Naples Frederico II-DO NOT USE",2002,0,0,187,647
"University of Naples Frederico II-DO NOT USE",2003,0,0,193,415
"University of Naples Frederico II-DO NOT USE",2004,0,0,205,419
"University of Naples Frederico II-DO NOT USE",2005,0,0,209,307
"University of Naples Frederico II-DO NOT USE",2006,0,0,211,448
"University of Naples Frederico II-DO NOT USE",2007,0,0,224,302
"University of Naples Frederico II-DO NOT USE",2008,0,0,253,578
"University of Naples Frederico II-DO NOT USE",2009,0,0,288,435
"University of Naples Frederico II-DO NOT USE",2010,0,0,299,327
"University of Naples Frederico II-DO NOT USE",2011,0,0,302,524
"University of Naples Frederico II-DO NOT USE",2012,1,1,183,229
"University of Naples Frederico II-DO NOT USE",2013,0,1,188,230
"University of Naples Frederico II-DO NOT USE",2014,0,1,182,195
"University of Naples Frederico II-DO NOT USE",2015,0,0,306,405
"University of Naples Frederico II-DO NOT USE",2016,0,0,325,451
"University of Naples Frederico II-DO NOT USE",2017,0,0,344,504
"University of Naples Frederico II-DO NOT USE",2018,0,0,360,542
